fold,val_mean,test_mean,test_combined
0,0.6228070175438597,0.7631578947368421,0.5263157894736842
1,0.5683760683760682,0.7456140350877192,0.5
2,0.6901408450704226,0.7982456140350878,0.5526315789473685
3,0.7314814814814815,0.6315789473684211,0.2631578947368421
4,0.7276995305164319,0.6491228070175439,0.2894736842105263
