fold,val_mean,test_mean,test_combined
0,0.6052631578947368,0.7280701754385964,0.4473684210526316
1,0.5641025641025642,0.736842105263158,0.47368421052631576
2,0.727699530516432,0.48245614035087714,0.23684210526315788
3,0.6944444444444445,0.7192982456140351,0.4473684210526316
4,0.7089201877934271,0.6666666666666666,0.2894736842105263
