fold,val_mean,test_mean,test_combined
0,0.5921052631578948,0.7631578947368421,0.5263157894736842
1,0.5641025641025641,0.7456140350877192,0.5
2,0.7089201877934271,0.7894736842105262,0.5526315789473685
3,0.7453703703703703,0.6403508771929824,0.23684210526315788
4,0.7417840375586854,0.6491228070175439,0.2631578947368421
