seed,exp_id,best_val_mean,best_test_mean,best_test_combined,topk_val_mean,topk_test_mean,topk_test_combined
0,clip_seed_0_repro_sorted_valmean_ema098_topk3,0.5925925925925926,0.7280701754385964,0.4473684210526316,0.5925925925925926,0.7280701754385964,0.4473684210526316
1,clip_seed_1_repro_sorted_valmean_ema098_topk3,0.638888888888889,0.631578947368421,0.3684210526315789,0.611111111111111,0.6929824561403507,0.3684210526315789
3,clip_seed_3_repro_sorted_valmean_ema098_topk3,0.5925925925925926,0.6754385964912281,0.3684210526315789,0.5833333333333334,0.6666666666666666,0.34210526315789475
