seed,exp_id,val_mean,test_mean,test_combined
0,clip_seed_0_smooth01_ema098,0.6666666666666666,0.7456140350877193,0.47368421052631576
1,clip_seed_1_smooth01_ema098,0.6388888888888888,0.6666666666666666,0.3684210526315789
