fold,val_mean,test_mean,test_combined
0,0.6403508771929824,0.6842105263157895,0.3157894736842105
1,0.576923076923077,0.5701754385964912,0.21052631578947367
2,0.6901408450704226,0.7631578947368421,0.5263157894736842
3,0.6944444444444445,0.5526315789473685,0.15789473684210525
4,0.7230046948356806,0.6403508771929824,0.23684210526315788
