fold,val_mean,test_mean,test_combined
0,0.6271929824561404,0.6842105263157895,0.3684210526315789
1,0.5598290598290597,0.7368421052631579,0.47368421052631576
2,0.6901408450704225,0.736842105263158,0.4473684210526316
3,0.7083333333333334,0.6578947368421053,0.2631578947368421
