fold,val_mean,test_mean,test_combined
0,0.6096491228070174,0.7543859649122807,0.5526315789473685
1,0.5726495726495727,0.7631578947368421,0.47368421052631576
2,0.7089201877934274,0.5701754385964912,0.2894736842105263
3,0.7407407407407408,0.6666666666666666,0.3157894736842105
4,0.7230046948356806,0.6929824561403509,0.3684210526315789
