fold,val_mean,test_mean,test_combined
0,0.6403508771929824,0.6491228070175439,0.3157894736842105
1,0.5598290598290598,0.7280701754385964,0.47368421052631576
2,0.704225352112676,0.587719298245614,0.23684210526315788
3,0.7314814814814814,0.6842105263157894,0.3157894736842105
4,0.704225352112676,0.6754385964912281,0.34210526315789475
