fold,val_mean,test_mean,test_combined
0,0.5921052631578948,0.7192982456140351,0.42105263157894735
1,0.5683760683760685,0.7631578947368421,0.42105263157894735
2,0.7183098591549295,0.5789473684210525,0.23684210526315788
3,0.7037037037037037,0.5614035087719298,0.07894736842105263
4,0.7370892018779344,0.6754385964912281,0.3684210526315789
