fold,val_mean,test_mean,test_combined
0,0.6096491228070176,0.6491228070175438,0.21052631578947367
1,0.5683760683760684,0.6929824561403509,0.4473684210526316
2,0.6948356807511736,0.6140350877192983,0.34210526315789475
3,0.7129629629629629,0.6052631578947368,0.15789473684210525
4,0.7183098591549295,0.6315789473684211,0.23684210526315788
