fold,val_mean,test_mean,test_combined
0,0.6228070175438596,0.7456140350877193,0.5
1,0.5726495726495727,0.7543859649122808,0.5
2,0.6854460093896714,0.7456140350877193,0.4473684210526316
3,0.7175925925925926,0.7192982456140351,0.4473684210526316
4,0.7323943661971831,0.6842105263157895,0.34210526315789475
