seed,exp_id,val_mean,test_mean,test_combined
0,clip_seed_0_nosmooth_ema098,0.5833333333333334,0.7192982456140351,0.42105263157894735
1,clip_seed_1_nosmooth_ema098,0.648148148148148,0.6929824561403509,0.34210526315789475
2,clip_seed_2_nosmooth_ema098,0.6574074074074074,0.6491228070175438,0.34210526315789475
3,clip_seed_3_nosmooth_ema098,0.5925925925925926,0.6929824561403509,0.3684210526315789
4,clip_seed_4_nosmooth_ema098,0.6203703703703703,0.7105263157894738,0.4473684210526316
