fold,val_mean,test_mean,test_combined
0,0.6228070175438597,0.7631578947368421,0.5789473684210527
1,0.576923076923077,0.7192982456140351,0.47368421052631576
2,0.7136150234741784,0.6754385964912281,0.34210526315789475
3,0.7037037037037037,0.6228070175438596,0.21052631578947367
4,0.7136150234741784,0.6052631578947368,0.23684210526315788
