fold,val_mean,test_mean,test_combined
0,0.6447368421052632,0.7280701754385964,0.42105263157894735
1,0.5641025641025641,0.7456140350877193,0.5263157894736842
2,0.6854460093896714,0.8070175438596491,0.5789473684210527
3,0.6898148148148149,0.5964912280701754,0.21052631578947367
4,0.727699530516432,0.6842105263157894,0.3684210526315789
