fold,val_mean,test_mean,test_combined
0,0.6228070175438596,0.7280701754385964,0.47368421052631576
1,0.5683760683760685,0.7456140350877193,0.5
2,0.6666666666666666,0.6929824561403507,0.34210526315789475
3,0.7222222222222223,0.6228070175438596,0.23684210526315788
4,0.7136150234741784,0.7017543859649122,0.39473684210526316
